Name,Frequency,Confidence,Primary_Role,Affiliation,Variants,File_Count
All Well Done,1,low,official,,,1
Although Had Turned,1,low,official,,,1
Right Now Given,1,low,official,,,1
Under The Care,1,low,official,,,1
We'Re Proposing,1,low,official,,,1
Mack,1,low,unknown,,,1
Anderson Some Others,1,low,unknown,,,1
Back She Obviously,1,low,unknown,,,1
Mackey,1,low,unknown,,,1
Martinez Address Our,1,low,unknown,,,1
New Brunswick,1,low,public,,,1
Sam Maxwell,1,low,public,,,1
Richard Roybal,1,low,public,,,1
Wimmer And Mr,1,low,unknown,,,1
Steve Wemer,1,low,public,"Transparency Coalition as Cha
Chandler mentioned",,1
Chris Moore,1,low,public,,,1
Peter Saansky,1,low,public,,,1
Cha Chandler,1,low,public,"Cha Chandler here in New
Mexico",,1
Sapansky The Floor,1,low,legislator,,,1
Remarries That Right,1,low,legislator,,,1
With Would Think,1,low,legislator,,,1
Mcqueen Yes Meant,1,low,legislator,,,1
Chasing Second Hand,1,low,legislator,,,1
Mcqueen The Sub,1,low,legislator,,,1
Yep Think About,1,low,legislator,,,1
With Page Seventeen,1,low,legislator,,,1
Appreciate Your Question,1,low,legislator,,,1
Ream No Men,1,low,legislator,,,1
Lower Is Yours,1,low,legislator,,,1
Mcqueen And Second,1,low,legislator,,,1
Ream For Being,1,low,legislator,,,1
All Ocd Orders,1,low,legislator,,,1
More Secretary Fuse,1,low,legislator,,,1
Historically Yes But,1,low,legislator,,,1
Eminer,1,low,legislator,,,1
Are Our Average,1,low,legislator,,,1
Chasing Thinking Out,1,low,legislator,,,1
Hemrin,1,low,legislator,,,1
None Correct,1,low,legislator,,,1
Ramiral Which,1,low,legislator,,,1
Read No Ma,1,low,legislator,,,1
Happy To Walk,1,low,official,,,1
Leader Laying Correct,1,low,official,,,1
But Mansion When,1,low,official,,,1
Course Been Baker,1,low,official,,,1
Depends On Whether,1,low,official,,,1
Via My Understanding,1,low,official,,,1
Dill In Future,1,low,official,,,1
Huge And General,1,low,official,,,1
Huge,1,low,official,,,1
Fuse The Oil,1,low,official,,,1
Activities One,1,low,official,,,1
Abby Today,1,low,official,,,1
Fuse Is Aware,1,low,official,,,1
Baker To Chime,1,low,unknown,,,1
Baker To Describe,1,low,unknown,,,1
Baker Let,1,low,unknown,,,1
Nineteen Seventy Eight,1,low,unknown,,,1
Megan Henry Speaking,1,low,expert,,,1
Please Madam Madam,1,low,legislator,,,1
Queens,1,low,legislator,,,1
We'Re Never,1,low,legislator,,,1
Alcon You'Re,1,low,legislator,,,1
Kannada,1,low,legislator,,,1
Mcqueen Was Asking,1,low,legislator,,,1
Christine Trujillo But,1,low,legislator,,,1
Lewis Okay Great,1,low,legislator,,,1
Linda Siegel Wants,1,low,legislator,,,1
Rehm But,1,low,legislator,,,1
Divert To Explain,1,low,legislator,,,1
Eli Stated,1,low,legislator,,,1
Ely Before,1,low,legislator,,,1
Thompson This Inquiry,1,low,legislator,,,1
Townsend No Restitution,1,low,legislator,,,1
Ramon And Looks,1,low,legislator,,,1
Green You Actually,1,low,legislator,,,1
Rehm May Not,1,low,legislator,,,1
Nibert The Radical,1,low,legislator,,,1
Nibert So First,1,low,legislator,,,1
Member Just,1,low,legislator,,,1
Eli Was Going,1,low,legislator,,,1
Rehab Clark,1,low,legislator,,,1
Sanchez Is With,1,low,legislator,,,1
Morris Doing,1,low,legislator,,,1
Anything Any Further,1,low,legislator,,,1
One One Issue,1,low,legislator,,,1
John Doe Number,1,low,legislator,,,1
Ivey Soto While,1,low,legislator,,,1
Risotto For Later,1,low,legislator,,,1
Right First,1,low,official,,,1
New Mexico Eight,1,low,official,,,1
Mitchell Go Ahead,1,low,official,,,1
State And Candidly,1,low,official,,,1
State To Change,1,low,official,,,1
Policy The New,1,low,official,,,1
Having Option Out,1,low,official,,,1
With The Recommendation,1,low,official,,,1
Deems It Necessary,1,low,official,,,1
Anywhere Public Comment,1,low,unknown,,,1
Carter Would Like,1,low,unknown,,,1
Carter Also Wanted,1,low,unknown,,,1
Jimenez And Responsibilities,1,low,unknown,,,1
Altez Are Talked,1,low,unknown,,,1
All The Answers,1,low,unknown,,,1
Louhan,1,low,legislator,,,1
Tarasis About How,1,low,legislator,,,1
Without Real Sound,1,low,legislator,,,1
Expert Uh Sounds,1,low,legislator,,,1
Reef Who Earlier,1,low,legislator,,,1
Reeve Just Said,1,low,legislator,,,1
Romero For Her,1,low,legislator,,,1
Abena,1,low,legislator,,,1
Expert Witness Earlier,1,low,legislator,,,1
Expectations Immediate Immediately,1,low,legislator,,,1
Represent Extra Pay,1,low,official,,,1
Winchester Mentioned Furthermore,1,low,unknown,,,1
Neer Said,1,low,expert,,,1
Bronwyn He Sir,1,low,expert,,,1
Niser,1,low,expert,,,1
Howard Hess,1,low,public,,,1
Oam Behumi,1,low,public,,,1
Doctor Niser,1,low,public,,,1
Fenske Here Madam,1,low,legislator,,,1
Rehm There Lots,1,low,legislator,,,1
Because In Our,1,low,legislator,,,1
Al Cone Seconded,1,low,legislator,,,1
Chasey To Adopt,1,low,legislator,,,1
Gleim Mr Speaker,1,low,legislator,,,1
Appreciate That Opportunity,1,low,legislator,,,1
Goods Or Services,1,low,legislator,,,1
Standing Issue Right,1,low,legislator,,,1
Let Me Correct,1,low,legislator,,,1
Goods And Services,1,low,legislator,,,1
Remade Movie Bears,1,low,legislator,,,1
Among The Knowing,1,low,legislator,,,1
When We Add,1,low,legislator,,,1
Bernalillo County Bernalillo,1,low,legislator,,,1
Rehm Yeah,1,low,legislator,,,1
Japan,1,low,legislator,,,1
Hat Has Cyfd,1,low,legislator,,,1
Over The Course,1,low,legislator,,,1
All Phone,1,low,legislator,,,1
Affected Expert Responded,1,low,legislator,,,1
Nibert Montoya Nelson,1,low,legislator,,,1
Alma Crawford Evelyn,1,low,legislator,,,1
Lopez Wanted Just,1,low,legislator,,,1
Four Twenty Eight,1,low,legislator,,,1
Brandon Cummings Whose,1,low,legislator,,,1
Cervantes Is Correct,1,low,legislator,,,1
Again Let,1,low,legislator,,,1
Bronte,1,low,legislator,,,1
Montez Withdrew What,1,low,legislator,,,1
When We Continue,1,low,legislator,,,1
Whatever Whatever Meaning,1,low,legislator,,,1
Perhaps You Answer,1,low,legislator,,,1
Your Hand But,1,low,legislator,,,1
Rodriguez Here Madam,1,low,legislator,,,1
Serve On Today,1,low,legislator,,,1
Senate Bill Thirteen,1,low,official,,,1
Hank You Santa,1,low,official,,,1
Again Under Federal,1,low,official,,,1
Differs Because,1,low,official,,,1
Given The Discussion,1,low,official,,,1
With Eleven Both,1,low,official,,,1
Like To Also,1,low,official,,,1
Etcetera Etcetera Pope,1,low,official,,,1
Centered Expert With,1,low,official,,,1
Reviewing Those Cases,1,low,official,,,1
Twenty By Leonard,1,low,expert,,,1
Losing His License,1,low,expert,,,1
William Fire Rising,1,low,expert,,,1
Rebecca Gaydos,1,low,public,,,1
Seaver,1,low,public,,,1
Alcon Further Discussion,1,low,legislator,,,1
Nibert The Law,1,low,legislator,,,1
Nibert But,1,low,legislator,,,1
Rehm Is Back,1,low,legislator,,,1
Cut Cut Daniels,1,low,legislator,,,1
Rehm Another Comment,1,low,legislator,,,1
Shendo Unless Someone,1,low,legislator,,,1
Shendo Is Another,1,low,legislator,,,1
Ingles,1,low,legislator,,,1
Large Members One,1,low,legislator,,,1
Neighbor Well First,1,low,legislator,,,1
Ivy Soto Currently,1,low,legislator,,,1
Ingle So Act,1,low,legislator,,,1
Ingle But,1,low,legislator,,,1
Lopez And Asked,1,low,legislator,,,1
Very In Showers,1,low,official,,,1
Dr Sir Lopez,1,low,official,,,1
Basically This Bill,1,low,official,,,1
All Fully Supportable,1,low,official,,,1
Welcome What What,1,low,official,,,1
Just My Thought,1,low,official,,,1
Asked Monsters Madam,1,low,official,,,1
Mr Grant Right,1,low,official,,,1
Sandoval Question,1,low,official,,,1
Dow Is Very,1,low,unknown,,,1
Down Before But,1,low,unknown,,,1
Trance For Folks,1,low,unknown,,,1
Karan How,1,low,unknown,,,1
Grant Right,1,low,unknown,,,1
Gramm This Isn,1,low,unknown,,,1
Maestas Of Herders,1,low,unknown,,,1
Sir Lopez Director,1,low,expert,,,1
Who Is Basically,1,low,expert,,,1
Hartman,1,low,legislator,,,1
Sapanski To Disgus,1,low,legislator,,,1
Hog Country Hill,1,low,legislator,,,1
Sanchez Also,1,low,legislator,,,1
Vermi,1,low,legislator,,,1
Senators That Not,1,low,legislator,,,1
Aveta,1,low,legislator,,,1
Lenthe,1,low,legislator,,,1
Popman,1,low,legislator,,,1
Mcqueen Correctly Points,1,low,legislator,,,1
Hall In Second,1,low,legislator,,,1
Hoffman Vito,1,low,legislator,,,1
Hochman Vigan,1,low,legislator,,,1
Homany Hill,1,low,legislator,,,1
Jaramillo On What,1,low,legislator,,,1
Padilla Is Over,1,low,legislator,,,1
Hatemi,1,low,legislator,,,1
Duha Was Very,1,low,legislator,,,1
Experts Anyone,1,low,legislator,,,1
Cervantes On His,1,low,legislator,,,1
Wurs Bill,1,low,legislator,,,1
Madam Chaser,1,low,official,,,1
Asked Me What,1,low,official,,,1
Got Elected,1,low,official,,,1
Otter Treasure,1,low,unknown,,,1
Alex Kinsella,1,low,public,,,1
Nathan Sara,1,low,public,,,1
Plant State,1,low,public,,,1
With Some Landowners,1,low,legislator,,,1
Agricole Toward,1,low,legislator,,,1
Stated We Don,1,low,legislator,,,1
Nibert Talking About,1,low,legislator,,,1
Chasey Anyone Else,1,low,legislator,,,1
Why Two Years,1,low,legislator,,,1
Distributors Let,1,low,legislator,,,1
Giver Take Fifty,1,low,legislator,,,1
Chandler Is Water,1,low,legislator,,,1
Since In Two,1,low,legislator,,,1
None,1,low,legislator,,,1
Nibert Of Manager,1,low,legislator,,,1
Students You About,1,low,legislator,,,1
Rehm And His,1,low,legislator,,,1
One Thirty Eight,1,low,legislator,,,1
Thompson Soon They,1,low,legislator,,,1
Lake Probably Figure,1,low,legislator,,,1
Related Not Being,1,low,legislator,,,1
Seconds,1,low,legislator,,,1
More Liberal Districts,1,low,legislator,,,1
Expert It Does,1,low,legislator,,,1
Night Where,1,low,legislator,,,1
Reef,1,low,legislator,,,1
Every Five Years,1,low,legislator,,,1
Night Burt But,1,low,legislator,,,1
Nine But Say,1,low,legislator,,,1
Thing Back Committees,1,low,legislator,,,1
Nibert On Concerns,1,low,legislator,,,1
Nibert So When,1,low,legislator,,,1
Everywhere We'Re,1,low,legislator,,,1
New Mexico Code,1,low,legislator,,,1
Right Nibert,1,low,legislator,,,1
Chasey One Sorry,1,low,legislator,,,1
Water Commission Uses,1,low,legislator,,,1
Used On Lawful,1,low,legislator,,,1
Plied What Other,1,low,legislator,,,1
Community Service,1,low,legislator,,,1
Reporter,1,low,legislator,,,1
Just Just Alluded,1,low,official,,,1
Chris Can Explain,1,low,official,,,1
Earlier That Maybe,1,low,official,,,1
Others Can Purchase,1,low,official,,,1
Mister Speaker When,1,low,official,,,1
Chris Pointed Out,1,low,official,,,1
Mister Speaker Our,1,low,official,,,1
Speaker At Least,1,low,official,,,1
Madam Leader What,1,low,official,,,1
Just Briefly Page,1,low,official,,,1
Henry Valdez With,1,low,official,,,1
After The Last,1,low,official,,,1
Before Use House,1,low,official,,,1
Under Furious About,1,low,official,,,1
Guy Go Said,1,low,unknown,,,1
Checkers Would Like,1,low,unknown,,,1
Checkers Will Not,1,low,unknown,,,1
Checkers And Other,1,low,unknown,,,1
Herrell Trujillo,1,low,public,,,1
Romero Senate Bill,1,low,legislator,,,1
Romero Job Related,1,low,legislator,,,1
Mcqueen Is Referring,1,low,legislator,,,1
Whatever The Noise,1,low,legislator,,,1
Romero And Sourcing,1,low,legislator,,,1
Romero Please Correct,1,low,legislator,,,1
From Dallas States,1,low,legislator,,,1
Meghan Shaking Her,1,low,legislator,,,1
All Clue,1,low,legislator,,,1
Understanding Your Hypothetical,1,low,legislator,,,1
Normally They Come,1,low,official,,,1
Montr As Not,1,low,official,,,1
Right Mr Garcia,1,low,official,,,1
Garcia What,1,low,unknown,,,1
Garcia It Says,1,low,unknown,,,1
With Intent,1,low,unknown,,,1
Dow Has Asked,1,low,legislator,,,1
Lujan With Hospital,1,low,legislator,,,1
Lujan Appropriately Noted,1,low,legislator,,,1
Armstrong Mr Speaker,1,low,legislator,,,1
Ezzell In Response,1,low,legislator,,,1
Out The Downs,1,low,legislator,,,1
Ezzell Is Going,1,low,legislator,,,1
Noted My Question,1,low,legislator,,,1
Back Out,1,low,legislator,,,1
Al Cone Right,1,low,legislator,,,1
Al Cone New,1,low,legislator,,,1
Ezzell Just,1,low,legislator,,,1
Result Your Expert,1,low,legislator,,,1
Ezzell Has Worked,1,low,legislator,,,1
Nibert To Set,1,low,legislator,,,1
Ezzell An Opportunity,1,low,legislator,,,1
Ezzell The Original,1,low,legislator,,,1
All Local,1,low,legislator,,,1
Are Strong Lives,1,low,legislator,,,1
Townsend Still With,1,low,legislator,,,1
Crystal Diamond Because,1,low,legislator,,,1
Paypen For Working,1,low,legislator,,,1
These Horses,1,low,official,,,1
Our Ourselves Mr,1,low,official,,,1
Internet Gambling,1,low,official,,,1
Blue Have Concerns,1,low,official,,,1
With Your Legislative,1,low,official,,,1
Jeff Trying From,1,low,official,,,1
Told Mr Brock,1,low,unknown,,,1
Tree Would Like,1,low,unknown,,,1
True Explained Just,1,low,unknown,,,1
Patchy Tribal Poses,1,low,unknown,,,1
Blanchard Of They,1,low,unknown,,,1
Tree To Define,1,low,unknown,,,1
Thompson Had Indicated,1,low,unknown,,,1
True Has Indicated,1,low,unknown,,,1
Directly What,1,low,unknown,,,1
True Of Course,1,low,unknown,,,1
Troops For Running,1,low,unknown,,,1
True For Being,1,low,unknown,,,1
Stewart Clearly Clearly,1,low,expert,,,1
Leonard Block,1,low,expert,,,1
Minute,1,low,expert,,,1
Bennet,1,low,expert,,,1
John Anders,1,low,public,,,1
About How Serious,1,low,legislator,,,1
Reeves That Locking,1,low,legislator,,,1
Not Specifically,1,low,legislator,,,1
Are These Common,1,low,legislator,,,1
Working With With,1,low,legislator,,,1
Martinez Affirmation,1,low,legislator,,,1
Romero Had Asked,1,low,legislator,,,1
Ream But Also,1,low,legislator,,,1
Romero Will Present,1,low,legislator,,,1
Romera For Taking,1,low,legislator,,,1
Ha,1,low,legislator,,,1
Lujan Just Three,1,low,legislator,,,1
Poem,1,low,legislator,,,1
Revis Having Yeah,1,low,legislator,,,1
Hoffman The Hill,1,low,legislator,,,1
Mcqueen Who,1,low,legislator,,,1
Greeb,1,low,legislator,,,1
Further Questions From,1,low,official,,,1
Amendment Was Not,1,low,official,,,1
Madame Che,1,low,official,,,1
With The Council,1,low,official,,,1
Costales Can Speak,1,low,unknown,,,1
Gosale Has Been,1,low,unknown,,,1
Chamaer,1,low,unknown,,,1
Watts,1,low,unknown,,,1
Meta,1,low,unknown,,,1
Megan Dorsey,1,low,public,,,1
Adrian Barboa,1,low,public,,,1
Mark Swan,1,low,public,,,1
Carl Sims,1,low,public,"Council of
State governments",,1
Michael Murphy,1,low,public,,,1
Mead,1,low,public,,,1
Trish Lopez,1,low,public,,,1
Reeve And Seconded,1,low,legislator,,,1
How That Situation,1,low,legislator,,,1
What Is Our,1,low,legislator,,,1
Negligent Or Reckless,1,low,legislator,,,1
Legislation Legislation Again,1,low,legislator,,,1
Department Of Justice,1,low,legislator,,,1
Just As Briefly,1,low,legislator,,,1
Ring No Ma,1,low,legislator,,,1
Thompson We Appreciate,1,low,legislator,,,1
Month Late Night,1,low,legislator,,,1
El Cajon Four,1,low,legislator,,,1
Alcon Yeah,1,low,legislator,,,1
Mcqueen As Suggested,1,low,legislator,,,1
Falcone You'Re,1,low,legislator,,,1
Outcome The Reason,1,low,legislator,,,1
Tevis,1,low,legislator,,,1
Knocking About Those,1,low,legislator,,,1
Expert We Talked,1,low,legislator,,,1
Nibert Again Madam,1,low,legislator,,,1
With Anybody Telling,1,low,legislator,,,1
Nibert Date They,1,low,legislator,,,1
Lane Short,1,low,legislator,,,1
Right Misrepresented Lane,1,low,legislator,,,1
Lente The Meeting,1,low,legislator,,,1
Lane It Does,1,low,legislator,,,1
Ninety Doesn,1,low,legislator,,,1
Lane Yes After,1,low,legislator,,,1
Lane Yes Again,1,low,legislator,,,1
Lane The Law,1,low,legislator,,,1
Lane The Public,1,low,legislator,,,1
All Cone,1,low,legislator,,,1
About Khan,1,low,legislator,,,1
Rehm This Spans,1,low,legislator,,,1
Everyman Not Sure,1,low,legislator,,,1
Remove Your They,1,low,legislator,,,1
About Comments Second,1,low,legislator,,,1
Every Single Day,1,low,legislator,,,1
Couldn,1,low,legislator,,,1
Very In Motion,1,low,legislator,,,1
Saiki,1,low,legislator,,,1
From Curry Many,1,low,legislator,,,1
With The Way,1,low,legislator,,,1
Let Me Read,1,low,legislator,,,1
Motion To Approve,1,low,official,,,1
Except It Doesn,1,low,official,,,1
Lifts The Expert,1,low,official,,,1
What We Passed,1,low,official,,,1
Require Further Communications,1,low,official,,,1
Duran And Mister,1,low,unknown,,,1
Brown Bonds Actually,1,low,expert,,,1
Andrew Holland,1,low,public,,,1
June,1,low,public,,,1
Rancher,1,low,lobbyist,Harding County,,1
Mexico And Some,1,low,legislator,,,1
Bye Bye Both,1,low,legislator,,,1
Matt Dean,1,low,legislator,,,1
Why Since,1,low,legislator,,,1
Any Other Anybody,1,low,legislator,,,1
Them And How,1,low,legislator,,,1
Fox,1,low,legislator,,,1
Actions As Supposed,1,low,legislator,,,1
Message Suffocation Service,1,low,legislator,,,1
Ivey Soto First,1,low,legislator,,,1
Phil Lead Over,1,low,legislator,,,1
Need To Collect,1,low,legislator,,,1
Stewart With All,1,low,legislator,,,1
Ivy Soto Noted,1,low,legislator,,,1
Wirth Was Saying,1,low,legislator,,,1
Pat Just Senate,1,low,legislator,,,1
Dede Feldman Led,1,low,legislator,,,1
Stefanics And One,1,low,legislator,,,1
Stuart Poynter,1,low,legislator,,,1
Wirth Page Twenty,1,low,legislator,,,1
Doing In Terms,1,low,legislator,,,1
Technology,1,low,legislator,,,1
Ivy Soto Returns,1,low,legislator,,,1
Forty One Essentially,1,low,legislator,,,1
Said We Only,1,low,legislator,,,1
Wirth Say,1,low,legislator,,,1
Ivey Soto Seem,1,low,legislator,,,1
Wirth Opt Off,1,low,legislator,,,1
Wirth These Process,1,low,legislator,,,1
Padilla Mentioned Both,1,low,legislator,,,1
Wirth The Regulations,1,low,legislator,,,1
Wirth Was Breaking,1,low,legislator,,,1
Padilla And Distracted,1,low,legislator,,,1
Ivey Soto Lumen,1,low,legislator,,,1
Wanted To Pass,1,low,legislator,,,1
Duhigg Not,1,low,legislator,,,1
Senators Toward His,1,low,official,,,1
Further Discussion,1,low,official,,,1
Chose To Sign,1,low,official,,,1
Because Statute About,1,low,official,,,1
Thanks For Flagging,1,low,unknown,,,1
Menace Or Miss,1,low,unknown,,,1
Rock At One,1,low,unknown,,,1
Bar How Many,1,low,unknown,,,1
Are Are Requests,1,low,legislator,,,1
Romans,1,low,legislator,,,1
Thirty Eight Weekly,1,low,legislator,,,1
Says Our Needs,1,low,legislator,,,1
Us The Story,1,low,legislator,,,1
Morris Situation Recognized,1,low,legislator,,,1
Morris Pointed Out,1,low,legislator,,,1
Bridge Match Because,1,low,legislator,,,1
Morris Is Indicating,1,low,legislator,,,1
Tom And Number,1,low,legislator,,,1
Padilla Okay Senate,1,low,legislator,,,1
Morris Was First,1,low,legislator,,,1
After Them What,1,low,legislator,,,1
Padilla So Currently,1,low,legislator,,,1
Help How Much,1,low,legislator,,,1
Pirtle Is What,1,low,legislator,,,1
Are You Dispensing,1,low,legislator,,,1
Padilla For Bring,1,low,legislator,,,1
How Really Impressed,1,low,legislator,,,1
Doing His Raised,1,low,legislator,,,1
Morris Has His,1,low,legislator,,,1
Stewart Yes Sorry,1,low,legislator,,,1
All Hello With,1,low,legislator,,,1
Morris Europe,1,low,legislator,,,1
Munoz Has Testified,1,low,legislator,,,1
Pearl And With,1,low,legislator,,,1
With The Bow,1,low,official,,,1
Expects For His,1,low,official,,,1
But Hello Listen,1,low,official,,,1
Mister Yates Wants,1,low,official,,,1
Role Of Operation,1,low,official,,,1
Appointed Judge Those,1,low,official,,,1
Carruthers State Testified,1,low,official,,,1
Santa Fe Part,1,low,unknown,,,1
Into The Martillo,1,low,unknown,,,1
Clinton Would Like,1,low,unknown,,,1
Standing Lopez,1,low,unknown,,,1
Bryan Gentle,1,low,unknown,,,1
Koppelman,1,low,unknown,,,1
Writes The Prescription,1,low,expert,,,1
Scott Yates,1,low,public,,,1
Spinosa Mr Shendo,1,low,legislator,,,1
Center In New,1,low,legislator,,,1
Sat Out Sunday,1,low,legislator,,,1
Hickey The Bill,1,low,legislator,,,1
You'Ll Start,1,low,legislator,,,1
Duhigg And Mister,1,low,legislator,,,1
Stewart The Rest,1,low,legislator,,,1
But We'Ll,1,low,legislator,,,1
Pirtle Is Carrying,1,low,legislator,,,1
Pirtle Amendment,1,low,legislator,,,1
Kerr Maybe Think,1,low,legislator,,,1
Out Other Things,1,low,legislator,,,1
Wirth And Counselor,1,low,legislator,,,1
Faced Morning Reserve,1,low,legislator,,,1
Bernalillo Dona Ana,1,low,legislator,,,1
Lopez Has Done,1,low,legislator,,,1
Yeah You'Ve,1,low,legislator,,,1
Ivey Soto Store,1,low,legislator,,,1
Everybody Has Handouts,1,low,official,,,1
Perhaps The Mortgage,1,low,official,,,1
Transaction,1,low,official,,,1
All All State,1,low,official,,,1
But The Importance,1,low,official,,,1
Something That One,1,low,official,,,1
Lindsay Boffin From,1,low,official,,,1
But Nobody Else,1,low,unknown,,,1
Billington On Wednesday,1,low,unknown,,,1
Through Very Impressed,1,low,unknown,,,1
Rana Miss Lopez,1,low,unknown,,,1
Hopped,1,low,unknown,,,1
Clark Miss Masters,1,low,unknown,,,1
White To Answer,1,low,expert,,,1
Mcdonald Anesthesiologists,1,low,expert,,,1
Naomi Maestas,1,low,public,,,1
Laura Curtis,1,low,public,,,1
Katherine Clark,1,low,public,,,1
Criminal Defendants Attorney,1,low,legislator,,,1
Tom Kricka Side,1,low,legislator,,,1
Portal In Support,1,low,legislator,,,1
Ivy Soto Us,1,low,legislator,,,1
Pirtle Your Audio,1,low,legislator,,,1
Pirtle Is Raising,1,low,legislator,,,1
Part One What,1,low,legislator,,,1
Morris With,1,low,legislator,,,1
Pirtle Your Request,1,low,legislator,,,1
Ingle We Hear,1,low,legislator,,,1
Ingle Start,1,low,legislator,,,1
Ingle Is Gonna,1,low,legislator,,,1
Ingle You Started,1,low,legislator,,,1
What We Try,1,low,legislator,,,1
Tech And Impact,1,low,legislator,,,1
Parnell,1,low,legislator,,,1
Mike My Energy,1,low,legislator,,,1
Ivey Soto Anyone,1,low,legislator,,,1
Because The Academy,1,low,legislator,,,1
Lopez Point From,1,low,legislator,,,1
Lopez Is Invited,1,low,legislator,,,1
Duhigg You Just,1,low,legislator,,,1
Stewart You Certainly,1,low,legislator,,,1
Yeah Daniel,1,low,official,,,1
Very Well Done,1,low,official,,,1
Says Someone,1,low,official,,,1
Join Us Explain,1,low,official,,,1
About The Role,1,low,official,,,1
Assuming Us Aj,1,low,official,,,1
We'Re Running,1,low,official,,,1
Spoken,1,low,official,,,1
Filling The Gaps,1,low,official,,,1
Olson Will Get,1,low,unknown,,,1
Parameswaran,1,low,unknown,,,1
Graham You'Re,1,low,unknown,,,1
Forte Start With,1,low,unknown,,,1
Even Randall,1,low,unknown,,,1
Body Shaking His,1,low,expert,,,1
Bryant,1,low,public,,,1
Garlands Livestock Board,1,low,official,,,1
Restaurant Are Supplied,1,low,legislator,,,1
They Did Requests,1,low,legislator,,,1
Moores Taken Out,1,low,legislator,,,1
Stewart Yeah,1,low,legislator,,,1
Vontaze Also Help,1,low,legislator,,,1
They Like,1,low,legislator,,,1
Diamond Has Asked,1,low,legislator,,,1
Po Is From,1,low,legislator,,,1
Ivey Soto From,1,low,legislator,,,1
Service So Wondered,1,low,official,,,1
Emma Hamilton Who,1,low,expert,,,1
Named,1,low,expert,,,1
Susan Hamidi,1,low,public,,,1
One Online Three,1,low,legislator,,,1
Maestas Some Sorry,1,low,legislator,,,1
Maestas Your Messages,1,low,legislator,,,1
Scott Introduce House,1,low,legislator,,,1
Restaurant Hobbs Mexico,1,low,legislator,,,1
Maestas You Said,1,low,legislator,,,1
Maestas Mention Two,1,low,legislator,,,1
Maestas Says Right,1,low,legislator,,,1
Abbas Sir Stuart,1,low,legislator,,,1
All Parties Joining,1,low,legislator,,,1
Ortiz Been,1,low,legislator,,,1
Gonzales Were Looking,1,low,legislator,,,1
Pirtle Center Pirtle,1,low,legislator,,,1
Kernan Neck Center,1,low,legislator,,,1
Mr Is One,1,low,legislator,,,1
Kernan Which,1,low,legislator,,,1
Duhigg That Language,1,low,legislator,,,1
Doing All Second,1,low,legislator,,,1
Kernan Said Expert,1,low,legislator,,,1
Stewart Right,1,low,legislator,,,1
Duhigg Could Explain,1,low,legislator,,,1
Stewart You'Ll,1,low,legislator,,,1
Duhigg Nodding Her,1,low,legislator,,,1
Duhigg Has Done,1,low,legislator,,,1
Ivy Soto Shaking,1,low,legislator,,,1
Ivey Soto Clarify,1,low,legislator,,,1
Ivey Soto Explained,1,low,legislator,,,1
Duhigg Installed Floor,1,low,legislator,,,1
Give You'Ve,1,low,legislator,,,1
Realize We'Ve,1,low,legislator,,,1
Doing Gaps,1,low,legislator,,,1
Kernan Asked Whether,1,low,legislator,,,1
Campos Respectfully Requests,1,low,legislator,,,1
One Twenty Seven,1,low,legislator,,,1
Lopez They'Re,1,low,legislator,,,1
Law Office Judge,1,low,legislator,,,1
Judge Dealing,1,low,legislator,,,1
Lopez What,1,low,legislator,,,1
Requiring Any Kind,1,low,legislator,,,1
Pirtle Anyone Else,1,low,legislator,,,1
Ivey Soto Perhaps,1,low,legislator,,,1
One Senate Sixty,1,low,legislator,,,1
Duhigg Had Offered,1,low,legislator,,,1
Duhigg To Speak,1,low,legislator,,,1
Want To Tell,1,low,legislator,,,1
Craig Bill Just,1,low,legislator,,,1
Hemphill John Blair,1,low,legislator,,,1
Hemphill For Caring,1,low,legislator,,,1
Hemphill Yet They,1,low,legislator,,,1
What Is Not,1,low,legislator,,,1
Give Amendments,1,low,legislator,,,1
Proposed Amendments,1,low,legislator,,,1
Neville Neil Mentioned,1,low,legislator,,,1
Duhigg To Come,1,low,legislator,,,1
Because It Imposes,1,low,legislator,,,1
Neil Was Talking,1,low,legislator,,,1
Baca My Understand,1,low,legislator,,,1
Proposes To Strikes,1,low,legislator,,,1
Hemphill Considering Hamblen,1,low,legislator,,,1
Byrd Both First,1,low,legislator,,,1
Let Me Come,1,low,legislator,,,1
Ivey Soto Thanks,1,low,legislator,,,1
Baca Point Out,1,low,legislator,,,1
Morris Does With,1,low,legislator,,,1
Sponsors Of Heard,1,low,legislator,,,1
Boppers,1,low,legislator,,,1
Baucus Previous Motion,1,low,legislator,,,1
Baca The Tabling,1,low,legislator,,,1
Duhigg Has Been,1,low,legislator,,,1
Ivy Soto Wants,1,low,legislator,,,1
Ivey Said About,1,low,legislator,,,1
Stewart Next Why,1,low,legislator,,,1
Maestas Molasses,1,low,legislator,,,1
Pirtle You'Ve,1,low,legislator,,,1
Stewart One Please,1,low,legislator,,,1
Portal From What,1,low,legislator,,,1
Plan Was Tabled,1,low,legislator,,,1
Griggs Was Been,1,low,legislator,,,1
Souls Introduced Senate,1,low,legislator,,,1
Souls Bill Which,1,low,legislator,,,1
Ivy Soto Since,1,low,legislator,,,1
Morris Amendment Proposal,1,low,legislator,,,1
Morris Was Typing,1,low,legislator,,,1
Griggs Is Our,1,low,legislator,,,1
Very Small Screen,1,low,legislator,,,1
Funds,1,low,legislator,,,1
